,path,label,signal_mean,signal_std,ft_mean,ft_std,centroid_mean,centroid_std,rolloff_mean,rolloff_std,zero_crossing_mean,zero_crossing_std,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19
0,/content/genres/country/country.00031.au,0,-0.0010390662355348468,0.10680826008319855,1.0615688562393188,2.7415003776550293,2053.1842219018267,718.9763133502822,4094.547733740574,1425.5437773706087,0.09532511298820573,0.04942355121479075,-130.48167419433594,104.12419891357422,-19.271059036254883,34.14787673950195,5.397541046142578,-2.171722888946533,-0.7280454039573669,-2.9078915119171143,-5.462085723876953,4.069365501403809,-4.469832420349121,3.525730609893799,2.148122549057007,0.19073835015296936,2.6780660152435303,-3.091216802597046,-3.1905007362365723,1.6676377058029175,-0.6860094666481018,-4.375106334686279,46.51578140258789,28.989709854125977,17.56968879699707,12.028623580932617,11.988853454589844,9.471296310424805,10.55542278289795,10.003331184387207,8.219693183898926,9.125435829162598,7.674703598022461,8.243319511413574,7.693215370178223,7.799424648284912,7.329885959625244,6.500031471252441,6.358203411102295,6.550208568572998,6.903127670288086,7.826847076416016
1,/content/genres/country/country.00086.au,0,-5.24224633409176e-05,0.14002741873264313,0.4468989372253418,1.7635544538497925,1879.4371808250905,529.5720049829482,4031.4303015334976,1181.3977253305839,0.07828473934164733,0.030076998626659093,-122.42890930175781,111.49043273925781,-13.700004577636719,53.85050964355469,-2.6792428493499756,19.700176239013672,-14.1241455078125,13.753135681152344,-14.027729988098145,14.631096839904785,-13.993237495422363,9.227839469909668,-10.55429458618164,3.015075445175171,-8.303682327270508,5.086660385131836,-9.635658264160156,4.325380325317383,-5.681361675262451,-1.6600161790847778,62.96745300292969,26.774757385253906,19.92110252380371,16.647104263305664,14.91176700592041,13.949822425842285,13.021583557128906,11.191390991210938,10.60624885559082,9.875609397888184,9.11395263671875,8.964765548706055,8.632044792175293,8.992552757263184,7.684264183044434,8.07979679107666,8.470266342163086,8.162691116333008,8.768301010131836,8.36049747467041
2,/content/genres/country/country.00069.au,0,-5.891679847991327e-06,0.09902974963188171,0.5154651999473572,1.5531113147735596,1327.7101967128094,417.9437762271704,2755.833658098898,848.3144759257677,0.06107367495649652,0.03181112453107174,-217.1180419921875,136.189453125,-10.363229751586914,51.37767028808594,2.5987260341644287,15.119397163391113,-0.6796686053276062,12.281108856201172,-6.229038238525391,7.803084850311279,-5.412613868713379,3.6122782230377197,-2.7987616062164307,-0.3498285710811615,-0.5604938864707947,0.3626779317855835,-2.247920274734497,-2.4954123497009277,4.1853766441345215,0.3453778028488159,51.46424102783203,26.419649124145508,15.122949600219727,15.795482635498047,14.597119331359863,10.60798168182373,12.795798301696777,11.194746017456055,9.767023086547852,9.527552604675293,9.903919219970703,9.876745223999023,9.97654914855957,9.245543479919434,9.555880546569824,10.171648025512695,7.142841815948486,9.983582496643066,8.903874397277832,8.997518539428711
3,/content/genres/country/country.00099.au,0,-4.016939101347816e-07,0.23018214106559753,1.3992691040039062,4.208827018737793,2157.4833628790802,582.1029380869505,4478.689752211427,1137.4683495303514,0.10824587321152358,0.053863966568465316,-42.18054962158203,106.26461029052734,-24.218505859375,44.6755485534668,-12.344403266906738,20.534286499023438,-16.052776336669922,18.49297523498535,-18.786243438720703,15.519277572631836,-15.459701538085938,8.95469856262207,-9.982071876525879,6.93035888671875,-8.807147979736328,4.570096969604492,-9.04945182800293,1.0627080202102661,-6.450736045837402,-0.9850296378135681,45.263153076171875,23.960956573486328,16.097314834594727,12.293891906738281,11.20837688446045,10.044998168945312,8.965791702270508,8.108829498291016,9.058025360107422,8.325579643249512,7.7520012855529785,7.9642181396484375,6.9472737312316895,7.564690589904785,7.451992511749268,7.084517002105713,6.890017509460449,6.961333274841309,6.395184516906738,6.965427398681641
4,/content/genres/country/country.00041.au,0,0.00018900124996434897,0.11586818099021912,0.820626437664032,2.2970070838928223,2634.2236070027966,905.8720434276725,5808.127730296549,2134.7693317306234,0.09586022090100542,0.05357424557559377,-111.62213897705078,82.2491455078125,13.051350593566895,31.925334930419922,23.684825897216797,-0.5329457521438599,12.033108711242676,3.6621603965759277,-5.739371299743652,3.3419153690338135,1.4315192699432373,0.7713819146156311,0.5497472882270813,-1.143307089805603,-1.7450072765350342,0.5581424832344055,-2.329376220703125,-4.6182427406311035,-0.6183298230171204,-4.937383651733398,51.36337661743164,28.395105361938477,19.76787757873535,13.17625904083252,11.878426551818848,11.640151977539062,9.09570598602295,9.6611967086792,12.436664581298828,7.605125904083252,7.674880027770996,7.0202155113220215,7.234882831573486,5.6668267250061035,5.501226425170898,6.556881427764893,6.458032131195068,6.421759605407715,5.401856899261475,5.46272087097168
5,/content/genres/country/country.00019.au,0,-1.4956423228795757e-06,0.09964997321367264,1.6699408292770386,4.429190158843994,1138.9703748182449,402.26074492347504,2118.197709723028,829.1752230342628,0.0509447656854215,0.03179580673172117,-256.0997009277344,163.07937622070312,-22.860849380493164,26.92572593688965,15.294624328613281,-3.506046772003174,4.223812103271484,-0.7875759601593018,-9.461128234863281,1.7529933452606201,-4.4277167320251465,-3.6453378200531006,-4.250097274780273,-8.1083402633667,-2.3792917728424072,-5.148819923400879,-11.160197257995605,-2.4134085178375244,-0.5421739816665649,-4.780590057373047,72.5483169555664,29.5625,26.944211959838867,19.453357696533203,15.622568130493164,12.679248809814453,12.744596481323242,9.961431503295898,9.290910720825195,7.805596828460693,7.817128658294678,7.020577430725098,7.1488518714904785,9.004862785339355,7.202016353607178,6.98195743560791,8.607081413269043,6.331298828125,6.648139476776123,8.045368194580078
6,/content/genres/country/country.00054.au,0,0.00046017474960535765,0.10856398195028305,0.4300157129764557,1.108858346939087,1654.4094241284452,555.641276244132,3907.9599473426624,1332.04628183309,0.06018472363205723,0.024969711170126436,-175.0096435546875,115.71355438232422,5.100793838500977,58.1680908203125,-3.307455539703369,29.656007766723633,-10.033722877502441,19.659372329711914,-16.31183624267578,13.744991302490234,-8.83457088470459,7.22251558303833,-8.883325576782227,4.751006126403809,-11.488090515136719,0.9202145338058472,-8.160394668579102,1.1886197328567505,-7.979550361633301,-5.659297466278076,39.74955368041992,23.74024200439453,12.814532279968262,11.133898735046387,10.519073486328125,9.44394588470459,8.973630905151367,9.92690372467041,10.091240882873535,10.468621253967285,7.435766696929932,9.605040550231934,8.820937156677246,6.729992866516113,8.055965423583984,6.81603479385376,8.488103866577148,10.026388168334961,9.062899589538574,9.006464958190918
7,/content/genres/country/country.00048.au,0,-5.869425513083115e-05,0.12557856738567352,0.410513699054718,1.5036532878875732,1939.8088632523286,649.5192645860175,4126.805904237964,1536.6215404387578,0.06396371084686775,0.03403418003821703,-148.9879608154297,107.24359893798828,11.189903259277344,26.696136474609375,11.397692680358887,-3.8045825958251953,14.020328521728516,-5.876818656921387,-11.048491477966309,2.797104597091675,-8.450596809387207,3.1810462474823,-0.7678390741348267,-12.403870582580566,-6.2924418449401855,-3.3005712032318115,-8.160136222839355,-6.577002048492432,-3.674575090408325,-2.9715986251831055,72.30280303955078,26.477371215820312,19.848291397094727,14.595348358154297,16.32793617248535,14.201459884643555,9.584527015686035,9.498492240905762,9.935192108154297,9.205665588378906,9.103100776672363,8.18192195892334,7.766860485076904,9.284710884094238,8.866772651672363,6.969983100891113,7.1362457275390625,7.212527751922607,7.0914435386657715,6.71623420715332
8,/content/genres/country/country.00023.au,0,-1.4992807336966507e-05,0.044576965272426605,0.20975781977176666,0.9714617133140564,1495.5580555935935,790.6629634486462,3053.293292760296,2099.243931966096,0.03546364438321732,0.04356868996278641,-353.0911560058594,110.67462158203125,32.74344253540039,24.18994140625,18.75409698486328,5.926588535308838,-1.7344856262207031,3.8793368339538574,-2.979118824005127,-1.9010767936706543,-2.8730125427246094,-0.9832503199577332,-6.486424922943115,-4.247457981109619,-3.749762773513794,-6.0167670249938965,-7.187651634216309,-2.5127832889556885,-4.037375450134277,-3.420943021774292,80.40501403808594,28.264083862304688,26.404218673706055,16.602317810058594,15.209381103515625,11.134764671325684,10.64202880859375,9.325509071350098,10.193979263305664,7.716864109039307,9.225175857543945,9.843180656433105,8.12807846069336,7.344684600830078,8.042622566223145,8.11771011352539,8.530694961547852,6.432572364807129,8.123031616210938,7.776378631591797
9,/content/genres/country/country.00004.au,0,-0.0014988098992034793,0.21141131222248077,1.6458630561828613,3.360226631164551,2966.157158766356,439.2313406246582,6349.4199392596265,1086.0760457248387,0.12416100280572756,0.03553262765514058,-20.781349182128906,62.9504280090332,2.30444073677063,30.773717880249023,6.973462104797363,6.50581169128418,6.323636531829834,9.873085975646973,3.4352970123291016,9.372201919555664,-0.40415799617767334,7.519415378570557,-0.9842739105224609,4.019150257110596,-0.6624487042427063,-0.061252109706401825,-0.16676467657089233,0.24374017119407654,-5.438193321228027,1.8272818326950073,19.536479949951172,12.512723922729492,12.706579208374023,9.653580665588379,7.883638381958008,10.732003211975098,8.308582305908203,8.500849723815918,7.224204063415527,7.4369282722473145,7.239141941070557,6.46094274520874,6.592605113983154,6.057441234588623,5.808681011199951,6.268181324005127,6.568334579467773,6.940892219543457,5.810756206512451,6.642282009124756
